HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	FemaleMaturity_days	Male maturity_days	GestationPerIncubation_days	Weaning_days	LitterPerClutchSize	LittersPerClutchesPerYear	InterlitterPerInterbirthInterval	Birth weight_g	Weaning weight_g	AdultWeight_g	GrowthRatePerDay	MaximumLong_Years	Source	SpecimenOrigin	SampleSize	DataQuality	IMRperYear	MRDT_yrs	MetabolicRate_W	BodyMass_g	Temperature_K
753	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Chlorodrepanis	stejnegeri			14		3			1.5		16.65		9	445	captivity	small	acceptable					
754	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Chlorodrepanis	virens			14		2.5	1.5		1.5		13.35	0.368	12	577	wild	medium	acceptable					
755	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Coccothraustes	coccothraustes	365	365								56.6		12.6	450	wild	medium	acceptable					
756	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Fringilla	coelebs	365	365								20.7		29	1	captivity	small	acceptable			0.373	21	
757	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Fringilla	montifringilla	365	365								23.2		14.8	729	wild	medium	acceptable			0.383	21	
758	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Haemorhous	cassinii	365	365	13		4	1				27.5		7	580	wild	medium	acceptable			0.339	27.4	
759	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Haemorhous	mexicanus			14		4	3				21.4		11.6	580	wild	medium	acceptable			0.3108	20.4	
760	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Haemorhous	purpureus	365	365	13		4	2				25.42		14	445	wild	medium	acceptable					
761	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Hemignathus	wilsoni	365	365			1	1				28		13	445	wild	medium	acceptable					
762	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Hesperiphona	vespertina			13		3	1.5				54.9		17		unknown	medium	acceptable			0.7294	54.5	
763	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Himatione	sanguinea			13		3	1		3		13.4		11	580	captivity	small	acceptable			0.3	13.5	
764	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Leucosticte	atrata	365	365	13		5	1				24		8.6	427	wild	medium	acceptable					
765	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Leucosticte	australis										26.6		5.9	427	wild	medium	acceptable					
766	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Leucosticte	tephrocotis	365	365	14		4	2				35.7		6.6	445	wild	small	acceptable					
767	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Linaria	cannabina	365	365								19.5		9.4	450	wild	medium	acceptable					
768	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Linaria	flavirostris	365	365								15.4		6.1	729	wild	medium	acceptable					
769	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Loxia	curvirostra	365	365	13		3	2				39.5		16.1	427	wild	small	acceptable			0.607	39.4	
770	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Loxia	leucoptera			13		3	3				28.9		4	1	captivity	small	questionable			0.46992	29.8	
771	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Loxioides	bailleui	365	730	16		2	1		2		37.85		13	445	wild	medium	acceptable					
772	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Loxops	coccineus	365	730	15		1.5	1				10.4		10	445	wild	medium	acceptable					
773	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Magumma	parva	365	365	14		3	1		1.2		10		9.5	445	wild	medium	acceptable					
774	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Melamprosops	phaeosoma										25.5		9.2	427	wild	medium	acceptable					
775	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Palmeria	dolei	730	730	17		1.5	2.5		2.13		26.2		9.2	427	wild	medium	acceptable					
776	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Paroreomyza	montana	608	608	16		2	1		1.7		13.15				unknown	small	low					
777	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Pinicola	enucleator	365	365	13		4					65.3		9.8	427	wild	small	acceptable					
778	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Pyrrhula	pyrrhula	365	365								24.4		17.5	729	wild	medium	acceptable					
779	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Serinus	canaria										24.3		24	1	captivity	medium	acceptable			0.230065	13.3	314.15
780	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Serinus	serinus	365	365								11.2	0.315			unknown	small	low					
781	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Spinus	pinus			13		3	1		1.1		12.7		11		unknown	medium	acceptable			0.3003	14	
782	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Spinus	psaltria			12		4	1				9.23		5.7	580	wild	medium	acceptable					
783	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Spinus	spinus	365	365								13.2		13.5	450	wild	medium	acceptable					
784	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Spinus	tristis			13		5	2		1.08		12.8		13		unknown	medium	acceptable			0.4108	13.6	
785	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Telespiza	cantans			16		3	2		2.92		33.3		12	445	captivity	small	acceptable					
786	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Telespiza	ultima			15		3					24.5		12	445	wild	medium	acceptable					
787	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Vestiaria	coccinea										18.3		8.8	427	wild	medium	acceptable					
788	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Cecropis	daurica										22.2		9	450	wild	medium	acceptable					
789	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Delichon	urbicum	365	365								14.5	0.354	15	450	wild	medium	acceptable					
790	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Hirundo	rustica	365	365	15		6	2		2.3		18.3	0.485	16		unknown	medium	acceptable			0.3158	18	
791	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Petrochelidon	fulva	365				4	2				20.15		12.2	427	wild	small	acceptable					
792	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Petrochelidon	pyrrhonota	365	365	14		4	1		1.9		23.24	0.558	11.8	427	wild	large	acceptable					
793	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Progne	subis	365	365	15		5	1		2.8		45	0.384	13.8	579	wild	medium	acceptable					
794	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Riparia	riparia	365	365	15		4			1.6		12.7		10	450	wild	large	acceptable			0.2328	13.6	
795	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Stelgidopteryx	ruficollis			14		6					16	0.46	5.9	579	wild	medium	acceptable					
796	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Stelgidopteryx	serripennis	365	365								15.7		5.9	427	wild	tiny	acceptable					
797	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Tachycineta	bicolor	365	365	14		5	1		1.6		19	0.46	12.1	427	wild	medium	acceptable					
798	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Tachycineta	thalassina			14		4	1		1.66		14.2	0.412	9.1	427	wild	medium	acceptable					
799	Animalia	Chordata	Aves	Passeriformes	Icteridae	Agelaius	phoeniceus	365	365	12		3.5	1.5		2.75		56.7	0.556	20		unknown	medium	acceptable					
800	Animalia	Chordata	Aves	Passeriformes	Icteridae	Agelaius	tricolor			11		3	2		3.05		56.5		13.2	427	wild	medium	acceptable					
801	Animalia	Chordata	Aves	Passeriformes	Icteridae	Agelaius	xanthomus										38.4		12.6	427	wild	medium	acceptable					
802	Animalia	Chordata	Aves	Passeriformes	Icteridae	Dolichonyx	oryzivorus	365	365	13		5	1.5				35		9	1	wild	medium	acceptable					
803	Animalia	Chordata	Aves	Passeriformes	Icteridae	Euphagus	carolinus	365	365	14		4.5	1				60.8		8.8	1	wild	medium	acceptable					
804	Animalia	Chordata	Aves	Passeriformes	Icteridae	Euphagus	cyanocephalus	365	365	13		5	1.5		3.7		64.55	0.469	12.5	580	wild	medium	acceptable					
805	Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus	bullockii	365	365	11		5					36.62		8.9	427	wild	medium	acceptable					
806	Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus	cucullatus			13		4	2				24.3		6	580	wild	medium	acceptable					
807	Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus	galbula			13		4	1		2		32.9		14		unknown	medium	acceptable			0.5052	37.5	
808	Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus	leucopteryx										36.9		12.2	427	wild	medium	acceptable					
809	Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus	parisorum			14		3	1		2		36.2		6.4	580	wild	medium	acceptable					
810	Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus	pectoralis					3					46.5		11.6	580	wild	medium	acceptable					
811	Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus	spurius	365		13		5	1				21		17.7	"Julie Zickefoose, pers. comm."	captivity	medium	acceptable					
812	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus	aeneus		365	12		1	1		5.12		62.9				unknown	small	low					
813	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus	ater	365	365	11			1		2.22		38.1	0.576	16.9	577	wild	medium	acceptable	0.45		0.6315	42.5	
814	Animalia	Chordata	Aves	Passeriformes	Icteridae	Quiscalus	major			13		4	1		6.64		152.6	0.386	13.9	427	wild	medium	questionable					
815	Animalia	Chordata	Aves	Passeriformes	Icteridae	Quiscalus	mexicanus	365	730	13		3	1.5		6.21		168.7	0.39	12.5	580	wild	medium	questionable					
816	Animalia	Chordata	Aves	Passeriformes	Icteridae	Quiscalus	quiscula			14		5	1		5.57		111		23.1	427	wild	medium	acceptable					
817	Animalia	Chordata	Aves	Passeriformes	Icteridae	Sturnella	magna	365	365	13		5	1		5		94.71		12.6	427	wild	small	acceptable					
818	Animalia	Chordata	Aves	Passeriformes	Icteridae	Sturnella	neglecta	365	365	14		3	2		7		85		10	1	captivity	tiny	acceptable					
819	Animalia	Chordata	Aves	Passeriformes	Icteridae	Xanthocephalus	xanthocephalus	289		12		4	1		3.3		75.75	0.502	18		unknown	medium	acceptable					
820	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	collurio	365	365								28.4	0.452	10.1	450	wild	medium	acceptable			0.383	27	
821	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	excubitor	335	335			5	1		4		63.5		12		unknown	medium	acceptable			0.8161	72.4	
822	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	ludovicianus	365	365	11		5	2		3.2		46	0.45	12.5	578	wild	small	acceptable					
823	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	senator	365	365								36		5.7	450	wild	medium	acceptable					
824	Animalia	Chordata	Aves	Passeriformes	Leiothrichidae	Leiothrix	lutea			12					3.1		21.5		15	575	captivity	large	acceptable					
825	Animalia	Chordata	Aves	Passeriformes	Leiothrichidae	Turdoides	squamiceps										73.5		13.5	450	wild	medium	acceptable					
826	Animalia	Chordata	Aves	Passeriformes	Leiothrichidae	Turdoides	striata										66		16.5	575	captivity	small	acceptable					
827	Animalia	Chordata	Aves	Passeriformes	Locustellidae	Locustella	fluviatilis										16.1		6.9	450	wild	medium	acceptable					
828	Animalia	Chordata	Aves	Passeriformes	Locustellidae	Locustella	luscinioides	365	365								13.9		9.8	450	wild	medium	acceptable					
829	Animalia	Chordata	Aves	Passeriformes	Locustellidae	Locustella	naevia	365	365								13.3		5.9	450	wild	medium	acceptable					
830	Animalia	Chordata	Aves	Passeriformes	Maluridae	Malurus	cyaneus	365	365								10.4		10.4	958	wild	large	acceptable					
831	Animalia	Chordata	Aves	Passeriformes	Mimidae	Dumetella	carolinensis	365	365	13		4	2				34.5		17.9	427	wild	large	acceptable					
832	Animalia	Chordata	Aves	Passeriformes	Mimidae	Margarops	fuscatus										98.6		10.6	427	wild	medium	acceptable					
833	Animalia	Chordata	Aves	Passeriformes	Mimidae	Mimus	polyglottos	365	365	12		4			3.5		53	0.452	20	1	wild	medium	acceptable					
834	Animalia	Chordata	Aves	Passeriformes	Mimidae	Toxostoma	bendirei					3	2				62.2		9.5	427	wild	tiny	acceptable					
835	Animalia	Chordata	Aves	Passeriformes	Mimidae	Toxostoma	crissale	274	274	14		2.5	2				62.7		4.8	427	wild	small	acceptable					
836	Animalia	Chordata	Aves	Passeriformes	Mimidae	Toxostoma	curvirostre	365	365	13		3	2		5.5		80.65	0.414	10.8	578	wild	small	acceptable					
837	Animalia	Chordata	Aves	Passeriformes	Mimidae	Toxostoma	lecontei	312	312	16		3	1.5		3.99		61.82		5.7	578	wild	medium	acceptable					
838	Animalia	Chordata	Aves	Passeriformes	Mimidae	Toxostoma	longirostre			14		4	2		4.2		67.65	0.443	7.8	427	wild	medium	acceptable					
839	Animalia	Chordata	Aves	Passeriformes	Mimidae	Toxostoma	redivivum	228	228	14		3	2				84.4		6.9	578	wild	medium	acceptable					
840	Animalia	Chordata	Aves	Passeriformes	Mimidae	Toxostoma	rufum	274	274	13		4	4		5.6		67		12.8	578	wild	medium	acceptable					
841	Animalia	Chordata	Aves	Passeriformes	Monarchidae	Chasiempis	sandwichensis	365	365			2					15		17.8	427	wild	medium	acceptable					
842	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	cervinus										20.9		4.5	450	wild	medium	acceptable					
843	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	petrosus	365	365								22.4		10.9	450	wild	medium	acceptable					
844	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	pratensis	365	365								18.4		8.8	450	wild	medium	acceptable			0.3	18.9	
845	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	rubescens	365	365	14		5	1		1.85		20.8		5.1	578	wild	tiny	acceptable					
846	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	spinoletta			14		4					21.2	0.518	8.8	444	wild	medium	acceptable					
847	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	trivialis	365	365								23.4		8.8	450	wild	medium	acceptable			0.339	19.7	
848	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Motacilla	alba	365	365	13		5	1				24.1		13.7	450	wild	medium	acceptable			0.3	18	
849	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Motacilla	cinerea	365	365								17.2	0.604	8	450	wild	medium	acceptable					
850	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Motacilla	flava	365	365	11		5	1		1.5		17.7		8.8	450	wild	medium	acceptable			0.257	14.7	
851	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Copsychus	malabaricus			14			2		2.67		29.35		7	445	wild	medium	acceptable					
852	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Erithacus	rubecula	365	365								17.3	0.429	19.3	450	wild	large	acceptable	0.02	1.6	0.281	17.6	
853	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Erythropygia	galactotes										20.3		7	450	wild	medium	acceptable					
854	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Ficedula	albicollis	365	365								12.7		9.8	450	wild	medium	acceptable					
855	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Ficedula	hypoleuca	365	365								13.9	0.508	15	729	wild	large	acceptable			0.232	11.7	
856	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Luscinia	luscinia	365	365								23.8		8.9	729	wild	medium	acceptable					
857	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Luscinia	megarhynchos	365	365								19.7		10.9	450	wild	medium	acceptable					
858	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	365	365	13		6	1				17.3		11.4	450	wild	medium	acceptable					
859	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Muscicapa	striata	365	365								15.9		11.8	575	captivity	tiny	acceptable			0.2476	14.4	
860	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Oenanthe	hispanica										15.1		4.9	450	wild	medium	questionable					
861	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Oenanthe	oenanthe	365	365	14					2.8		25	0.48	10.1	450	unknown	medium	acceptable					
862	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Phoenicurus	ochruros	365	365								16.5		10.2	450	wild	medium	acceptable					
863	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Phoenicurus	phoenicurus	365	365								14.6		10.2	450	wild	medium	acceptable					
864	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Saxicola	rubetra	365	365								16.6	0.433	6.9	450	wild	medium	acceptable					
865	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Saxicola	torquatus	365	365								10.3	0.543	8.8	450	wild	medium	acceptable					
866	Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Cinnyris	asiaticus										8.1		22	575	captivity	small	acceptable					
867	Animalia	Chordata	Aves	Passeriformes	Oriolidae	Oriolus	oriolus	365	365								79		14.8	729	wild	medium	acceptable					
868	Animalia	Chordata	Aves	Passeriformes	Oriolidae	Oriolus	xanthornus										56.3		15.5	575	captivity	tiny	acceptable					
869	Animalia	Chordata	Aves	Passeriformes	Oriolidae	Sphecotheres	viridis										121.5		18	575	captivity	medium	acceptable					
870	Animalia	Chordata	Aves	Passeriformes	Panuridae	Panurus	biarmicus	365	365								13.8		7.1	553	wild	medium	acceptable					
871	Animalia	Chordata	Aves	Passeriformes	Paradisaeidae	Paradisaea	apoda										172		12.1	575	captivity	medium	acceptable					
872	Animalia	Chordata	Aves	Passeriformes	Paridae	Baeolophus	bicolor	365	365	13		6	1				21		13.3	579	wild	medium	acceptable					
873	Animalia	Chordata	Aves	Passeriformes	Paridae	Baeolophus	inornatus	365	365	15		6	1				15.9		9	427	wild	medium	acceptable					
874	Animalia	Chordata	Aves	Passeriformes	Paridae	Baeolophus	wollweberi	365	365	13		6	1				10.4		6.6	579	wild	medium	acceptable					
875	Animalia	Chordata	Aves	Passeriformes	Paridae	Cyanistes	caeruleus	365	365								10.3	0.402	14.6	450	wild	medium	acceptable					
876	Animalia	Chordata	Aves	Passeriformes	Paridae	Lophophanes	cristatus	365	365								11.1		11.6	450	wild	medium	acceptable					
877	Animalia	Chordata	Aves	Passeriformes	Paridae	Parus	major	365	365								17.9	0.392	15.4	450	wild	large	acceptable					
878	Animalia	Chordata	Aves	Passeriformes	Paridae	Periparus	ater	365	365								9.2	0.36	9.5	729	wild	medium	acceptable					
879	Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	atricapillus	180	180	12		7	1		1		10.4	0.48	12.4	579	wild	large	acceptable			0.252	10.3	
880	Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	carolinensis	365	365	13		6	1				10.25		10.9	579	wild	medium	acceptable					
881	Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	cinctus	365	365	15		8	1		1		12.5		9	450	wild	medium	acceptable					
882	Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	gambeli	365	365	14		7	1.5		1		11.5		10.1	579	wild	small	acceptable					
883	Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	hudsonicus	365	365	15		6	1				10		7	427	wild	tiny	acceptable					
884	Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	montanus										11.1	0.406	11.3	450	wild	medium	acceptable					
885	Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	palustris	365	365								11.2	0.352	11.9	450	wild	medium	acceptable					
886	Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	rufescens	365	365	13		6.5	1				9.8		9.5	427	wild	small	acceptable					
887	Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	sclateri	365	365			6	1				11		10.1	427	wild	tiny	acceptable					
888	Animalia	Chordata	Aves	Passeriformes	Parulidae	Cardellina	canadensis	365	365	12		4	1				10		8	577	wild	medium	acceptable					
889	Animalia	Chordata	Aves	Passeriformes	Parulidae	Cardellina	pusilla	365	365	10		5	1				7		8.9	427	wild	medium	acceptable					
890	Animalia	Chordata	Aves	Passeriformes	Parulidae	Cardellina	rubrifrons	365	365	13		4	1				9.8		3	1	wild	medium	acceptable					
891	Animalia	Chordata	Aves	Passeriformes	Parulidae	Geothlypis	formosa			12		4	1		3		14		6.9	427	wild	medium	acceptable					
892	Animalia	Chordata	Aves	Passeriformes	Parulidae	Geothlypis	philadelphia			12		4					10		7.9	578	wild	medium	acceptable					
893	Animalia	Chordata	Aves	Passeriformes	Parulidae	Geothlypis	tolmiei										10.4		9	427	wild	medium	acceptable					
894	Animalia	Chordata	Aves	Passeriformes	Parulidae	Geothlypis	trichas	365	365	12		4	1.5		1.74		9.5	0.6	11.5	427	wild	medium	acceptable			0.17622	10.6	
895	Animalia	Chordata	Aves	Passeriformes	Parulidae	Helmitheros	vermivorum	365	365	13		5	1				12.5		8.1	427	wild	small	acceptable					
896	Animalia	Chordata	Aves	Passeriformes	Parulidae	Icteria	virens	365	365	11		5	1				26		8.9	578	wild	small	acceptable					
897	Animalia	Chordata	Aves	Passeriformes	Parulidae	Leiothlypis	celata	365	365	12		4	1		1.5		9.2		8.6	427	wild	small	acceptable			0.151745	9.3	
898	Animalia	Chordata	Aves	Passeriformes	Parulidae	Leiothlypis	luciae			11		4.5	2				6.6		5.8	577	wild	medium	acceptable					
899	Animalia	Chordata	Aves	Passeriformes	Parulidae	Leiothlypis	peregrina	365	365	11		6	1		1.34		8.5		6.4	578	wild	small	acceptable					
900	Animalia	Chordata	Aves	Passeriformes	Parulidae	Leiothlypis	ruficapilla	365	365	11		4	1		1.25		7.5		10.2	427	wild	small	acceptable					
901	Animalia	Chordata	Aves	Passeriformes	Parulidae	Leiothlypis	virginiae										8.2		6.2	427	wild	medium	acceptable					
